Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.7658536585366
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Armenia,ARM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.3
Armenia,ARM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.149107503704702
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.983715951442719
Australia,AUS,Voice and Accountability: Estimate,VA.EST,1.32390677928925
Australia,AUS,Rule of Law: Estimate,RL.EST,1.5088187456131
Australia,AUS,Regulatory Quality: Estimate,RQ.EST,1.89489328861237
Australia,AUS,Government Effectiveness: Estimate,GE.EST,1.52843272686005
Australia,AUS,Control of Corruption: Estimate,CC.EST,1.76436710357666
Australia,AUS,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00550363653522365
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.2
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Australia,AUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.2
Australia,AUS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,1.20163477674402
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.648710012435913
Austria,AUT,Voice and Accountability: Estimate,VA.EST,1.41365766525269
Austria,AUT,Rule of Law: Estimate,RL.EST,1.70427322387695
Austria,AUT,Regulatory Quality: Estimate,RQ.EST,1.28319978713989
Austria,AUT,Government Effectiveness: Estimate,GE.EST,1.46492278575897
Austria,AUT,Control of Corruption: Estimate,CC.EST,1.25858676433563
Austria,AUT,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00930335116862168
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.2951219512195
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Austria,AUT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.7
Austria,AUT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.146053391058977
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.922807276248932
Azerbaijan,AZE,Voice and Accountability: Estimate,VA.EST,-1.44162666797638
Azerbaijan,AZE,Rule of Law: Estimate,RL.EST,-0.625552177429199
Azerbaijan,AZE,Regulatory Quality: Estimate,RQ.EST,-0.103344202041626
Azerbaijan,AZE,Government Effectiveness: Estimate,GE.EST,-0.0412070974707603
Azerbaijan,AZE,Control of Corruption: Estimate,CC.EST,-1.04090738296509
Azerbaijan,AZE,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0466832457136906
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.125
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Azerbaijan,AZE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.1
Azerbaijan,AZE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.20626605491199
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.881239235401154
"Bahamas, The",BHS,Voice and Accountability: Estimate,VA.EST,0.872308373451233
"Bahamas, The",BHS,Rule of Law: Estimate,RL.EST,0.134540364146233
"Bahamas, The",BHS,Regulatory Quality: Estimate,RQ.EST,-0.146485969424248
"Bahamas, The",BHS,Government Effectiveness: Estimate,GE.EST,0.423950403928757
"Bahamas, The",BHS,Control of Corruption: Estimate,CC.EST,1.25644886493683
"Bahamas, The",BHS,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0985624193596207
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.491
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Bahamas, The",BHS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.6
"Bahamas, The",BHS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0201238623729052
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.362905442714691
Bahrain,BHR,Voice and Accountability: Estimate,VA.EST,-1.41840970516205
Bahrain,BHR,Rule of Law: Estimate,RL.EST,0.43830931186676
Bahrain,BHR,Regulatory Quality: Estimate,RQ.EST,0.970633506774902
Bahrain,BHR,Government Effectiveness: Estimate,GE.EST,0.639720022678375
Bahrain,BHR,Control of Corruption: Estimate,CC.EST,0.139520317316055
Bahrain,BHR,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00944785186716374
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.992
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bahrain,BHR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,7
Bahrain,BHR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.00137732645194803
Bangladesh,BGD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.046462059021
Bangladesh,BGD,Voice and Accountability: Estimate,VA.EST,-0.753301620483398
Bangladesh,BGD,Rule of Law: Estimate,RL.EST,-0.601690113544464
Bangladesh,BGD,Regulatory Quality: Estimate,RQ.EST,-0.927658915519714
Bangladesh,BGD,Government Effectiveness: Estimate,GE.EST,-0.763355314731598
Bangladesh,BGD,Control of Corruption: Estimate,CC.EST,-1.07575178146362
Bangladesh,BGD,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.301794246035332
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.265
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4
Bangladesh,BGD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,24.4
Bangladesh,BGD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0467438369077262
Barbados,BRB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.14464545249939
Barbados,BRB,Voice and Accountability: Estimate,VA.EST,1.13302564620972
Barbados,BRB,Rule of Law: Estimate,RL.EST,0.359412461519241
Barbados,BRB,Regulatory Quality: Estimate,RQ.EST,0.476500302553177
Barbados,BRB,Government Effectiveness: Estimate,GE.EST,0.428394287824631
Barbados,BRB,Control of Corruption: Estimate,CC.EST,1.28473830223083
Barbados,BRB,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.054726233974315
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.676
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Barbados,BRB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.6
Barbados,BRB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0247947350151248
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.802096605300903
Belarus,BLR,Voice and Accountability: Estimate,VA.EST,-1.62772846221924
Belarus,BLR,Rule of Law: Estimate,RL.EST,-1.22100031375885
Belarus,BLR,Regulatory Quality: Estimate,RQ.EST,-1.33121407032013
Belarus,BLR,Government Effectiveness: Estimate,GE.EST,-0.851723372936249
Belarus,BLR,Control of Corruption: Estimate,CC.EST,-0.579731464385986
Belarus,BLR,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00116702711977153
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.1033658536585
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Belarus,BLR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2
Belarus,BLR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.607494242296142
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.581981599330902
Belgium,BEL,Voice and Accountability: Estimate,VA.EST,1.29709255695343
Belgium,BEL,Rule of Law: Estimate,RL.EST,1.34823083877563
Belgium,BEL,Regulatory Quality: Estimate,RQ.EST,1.25295519828796
Belgium,BEL,Government Effectiveness: Estimate,GE.EST,1.22718644142151
Belgium,BEL,Control of Corruption: Estimate,CC.EST,1.49497354030609
Belgium,BEL,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0146639345656216
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.7487804878049
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Belgium,BEL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.1
Belgium,BEL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0739327460722025
Belize,BLZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.564006090164185
Belize,BLZ,Voice and Accountability: Estimate,VA.EST,0.535320281982422
Belize,BLZ,Rule of Law: Estimate,RL.EST,-0.720160663127899
Belize,BLZ,Regulatory Quality: Estimate,RQ.EST,-0.438766330480576
Belize,BLZ,Government Effectiveness: Estimate,GE.EST,-0.356684654951096
Belize,BLZ,Control of Corruption: Estimate,CC.EST,-0.23691363632679
Belize,BLZ,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.215979603451335
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.19
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.6
Belize,BLZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10.9
Belize,BLZ,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.248303466564697
Benin,BEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.34320268034935
Benin,BEN,Voice and Accountability: Estimate,VA.EST,-0.335694015026093
Benin,BEN,Rule of Law: Estimate,RL.EST,-0.596109390258789
Benin,BEN,Regulatory Quality: Estimate,RQ.EST,-0.348364651203156
Benin,BEN,Government Effectiveness: Estimate,GE.EST,-0.170590236783028
Benin,BEN,Control of Corruption: Estimate,CC.EST,-0.0898572877049446
Benin,BEN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2.43368406082473
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.475
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.5
Benin,BEN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47.7
Benin,BEN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.257709367512674
Bhutan,BTN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.00934255123138
Bhutan,BTN,Voice and Accountability: Estimate,VA.EST,0.157621473073959
Bhutan,BTN,Rule of Law: Estimate,RL.EST,0.673572778701782
Bhutan,BTN,Regulatory Quality: Estimate,RQ.EST,-0.381970435380936
Bhutan,BTN,Government Effectiveness: Estimate,GE.EST,0.56129378080368
Bhutan,BTN,Control of Corruption: Estimate,CC.EST,1.51478183269501
Bhutan,BTN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0725239937883377
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.754
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bhutan,BTN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.1
Bhutan,BTN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.126134247817301
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.191908553242683
Bolivia,BOL,Voice and Accountability: Estimate,VA.EST,-0.197485566139221
Bolivia,BOL,Rule of Law: Estimate,RL.EST,-1.30140423774719
Bolivia,BOL,Regulatory Quality: Estimate,RQ.EST,-1.21053624153137
Bolivia,BOL,Government Effectiveness: Estimate,GE.EST,-0.564738214015961
Bolivia,BOL,Control of Corruption: Estimate,CC.EST,-0.889700353145599
Bolivia,BOL,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.421205512830847
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.434
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9
Bolivia,BOL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.7
Bolivia,BOL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.460585962553761
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.483193695545197
Bosnia and Herzegovina,BIH,Voice and Accountability: Estimate,VA.EST,-0.324730277061462
Bosnia and Herzegovina,BIH,Rule of Law: Estimate,RL.EST,-0.306983083486557
Bosnia and Herzegovina,BIH,Regulatory Quality: Estimate,RQ.EST,-0.157615318894386
Bosnia and Herzegovina,BIH,Government Effectiveness: Estimate,GE.EST,-1.06496071815491
Bosnia and Herzegovina,BIH,Control of Corruption: Estimate,CC.EST,-0.684315621852875
Bosnia and Herzegovina,BIH,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0129456906322642
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.777
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bosnia and Herzegovina,BIH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.5
Bosnia and Herzegovina,BIH,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.117635972518739
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.0739837884903
Botswana,BWA,Voice and Accountability: Estimate,VA.EST,0.449784100055695
Botswana,BWA,Rule of Law: Estimate,RL.EST,0.459227591753006
Botswana,BWA,Regulatory Quality: Estimate,RQ.EST,0.621043562889099
Botswana,BWA,Government Effectiveness: Estimate,GE.EST,0.439493864774704
Botswana,BWA,Control of Corruption: Estimate,CC.EST,0.661908507347107
Botswana,BWA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.352739583006629
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.749
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,75.9
Botswana,BWA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,39.2
Botswana,BWA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.106562093732018
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.395036935806274
Brazil,BRA,Voice and Accountability: Estimate,VA.EST,0.225268334150314
Brazil,BRA,Rule of Law: Estimate,RL.EST,-0.257879137992859
Brazil,BRA,Regulatory Quality: Estimate,RQ.EST,-0.220437631011009
Brazil,BRA,Government Effectiveness: Estimate,GE.EST,-0.588259339332581
Brazil,BRA,Control of Corruption: Estimate,CC.EST,-0.566354334354401
Brazil,BRA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.151849015101862
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.872
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Brazil,BRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.6
Brazil,BRA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.264575857089286
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.24248862266541
Brunei Darussalam,BRN,Voice and Accountability: Estimate,VA.EST,-0.815467596054077
Brunei Darussalam,BRN,Rule of Law: Estimate,RL.EST,0.933759748935699
Brunei Darussalam,BRN,Regulatory Quality: Estimate,RQ.EST,1.06704342365265
Brunei Darussalam,BRN,Government Effectiveness: Estimate,GE.EST,1.42228293418884
Brunei Darussalam,BRN,Control of Corruption: Estimate,CC.EST,1.1751925945282
Brunei Darussalam,BRN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.144549843258962
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.917
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Brunei Darussalam,BRN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.3
Brunei Darussalam,BRN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.00878406570481147
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.313428640365601
Bulgaria,BGR,Voice and Accountability: Estimate,VA.EST,0.287512123584747
Bulgaria,BGR,Rule of Law: Estimate,RL.EST,-0.107922710478306
Bulgaria,BGR,Regulatory Quality: Estimate,RQ.EST,0.320686906576157
Bulgaria,BGR,Government Effectiveness: Estimate,GE.EST,-0.271232962608337
Bulgaria,BGR,Control of Corruption: Estimate,CC.EST,-0.158206030726433
Bulgaria,BGR,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0127721357951741
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.1609756097561
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bulgaria,BGR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.1
Bulgaria,BGR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.536418865795826
Burkina Faso,BFA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.81536936759949
Burkina Faso,BFA,Voice and Accountability: Estimate,VA.EST,-0.684045016765594
Burkina Faso,BFA,Rule of Law: Estimate,RL.EST,-0.611933767795563
Burkina Faso,BFA,Regulatory Quality: Estimate,RQ.EST,-0.468305677175522
Burkina Faso,BFA,Government Effectiveness: Estimate,GE.EST,-0.853148698806763
Burkina Faso,BFA,Control of Corruption: Estimate,CC.EST,-0.111639469861984
Burkina Faso,BFA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,1.31454058752655
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.7
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,19.5
Burkina Faso,BFA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,46.1
Burkina Faso,BFA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.351298385119791
Burundi,BDI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.19244623184204
Burundi,BDI,Voice and Accountability: Estimate,VA.EST,-1.39635360240936
Burundi,BDI,Rule of Law: Estimate,RL.EST,-1.27654623985291
Burundi,BDI,Regulatory Quality: Estimate,RQ.EST,-0.947485685348511
Burundi,BDI,Government Effectiveness: Estimate,GE.EST,-1.26360619068146
Burundi,BDI,Control of Corruption: Estimate,CC.EST,-1.51818120479584
Burundi,BDI,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,1.90792634112704
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.882
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,10.3
Burundi,BDI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,32.4
Burundi,BDI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0971022506629897
Cabo Verde,CPV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.927069365978241
Cabo Verde,CPV,Voice and Accountability: Estimate,VA.EST,0.946042716503143
Cabo Verde,CPV,Rule of Law: Estimate,RL.EST,0.398660928010941
Cabo Verde,CPV,Regulatory Quality: Estimate,RQ.EST,0.263682216405869
Cabo Verde,CPV,Government Effectiveness: Estimate,GE.EST,0.0208359286189079
Cabo Verde,CPV,Control of Corruption: Estimate,CC.EST,0.959875285625458
Cabo Verde,CPV,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.064042830225535
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.907
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.1
Cabo Verde,CPV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.5
Cabo Verde,CPV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0962017620314734
Cambodia,KHM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0980230420827866
Cambodia,KHM,Voice and Accountability: Estimate,VA.EST,-1.30993676185608
Cambodia,KHM,Rule of Law: Estimate,RL.EST,-0.865880906581879
Cambodia,KHM,Regulatory Quality: Estimate,RQ.EST,-0.709801018238068
Cambodia,KHM,Government Effectiveness: Estimate,GE.EST,-0.351413905620575
Cambodia,KHM,Control of Corruption: Estimate,CC.EST,-1.24161159992218
